area_name,year,analysis
Nabhoi,2023,Built-up area: 20.2% (medium growth class) | Built-up increased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (9.2)
Nabhoi,2024,Built-up area: 19.4% (low growth class) | Built-up decreased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (8.5)
Nana Chiloda Gam,2016,Built-up area: 20.5% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.23) | Night-time light intensity is low (2.8)
Nana Chiloda Gam,2017,Built-up area: 22.2% (low growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (3.2)
Nana Chiloda Gam,2018,Built-up area: 24.0% (medium growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (3.5)
Nana Chiloda Gam,2019,Built-up area: 23.5% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (4.2)
Nana Chiloda Gam,2020,Built-up area: 24.9% (low growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (4.1)
Nana Chiloda Gam,2021,Built-up area: 25.7% (medium growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (5.0)
Nana Chiloda Gam,2022,Built-up area: 28.5% (medium growth class) | Built-up increased by 2.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (6.3)
Nana Chiloda Gam,2023,Built-up area: 31.3% (high growth class) | Built-up increased by 2.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (7.2)
Nana Chiloda Gam,2024,Built-up area: 31.1% (medium growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (7.8)
New Indiranagar,2016,Built-up area: 16.2% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.27) | Night-time light intensity is low (0.9)
New Indiranagar,2017,Built-up area: 17.2% (low growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is high (NDVI 0.52) | Night-time light intensity is low (1.2)
New Indiranagar,2018,Built-up area: 17.4% (low growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is high (NDVI 0.54) | Night-time light intensity is low (1.5)
New Indiranagar,2019,Built-up area: 17.8% (low growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (1.6)
New Indiranagar,2020,Built-up area: 17.9% (low growth class) | Built-up increased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (1.6)
New Indiranagar,2021,Built-up area: 18.5% (low growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (1.8)
New Indiranagar,2022,Built-up area: 19.8% (low growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.50) | Night-time light intensity is low (2.0)
New Indiranagar,2023,Built-up area: 20.4% (low growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is high (NDVI 0.52) | Night-time light intensity is low (2.1)
New Indiranagar,2024,Built-up area: 20.0% (low growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (2.3)
Pethapur,2016,Built-up area: 26.7% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.20) | Night-time light intensity is low (4.1)
Pethapur,2017,Built-up area: 30.2% (medium growth class) | Built-up increased by 3.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (5.0)
Pethapur,2018,Built-up area: 31.3% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (5.7)
Pethapur,2019,Built-up area: 31.0% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (6.1)
Pethapur,2020,Built-up area: 31.3% (medium growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (6.1)
Pethapur,2021,Built-up area: 32.7% (medium growth class) | Built-up increased by 1.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (6.8)
Pethapur,2022,Built-up area: 34.0% (medium growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (8.0)
Pethapur,2023,Built-up area: 35.6% (high growth class) | Built-up increased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (9.7)
Pethapur,2024,Built-up area: 35.9% (medium growth class) | Built-up increased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (10.3)
Randesan,2016,Built-up area: 29.8% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.18) | Night-time light intensity is low (6.1)
Randesan,2017,Built-up area: 32.1% (high growth class) | Built-up increased by 2.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (8.6)
Randesan,2018,Built-up area: 35.4% (high growth class) | Built-up increased by 3.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (8.7)
Randesan,2019,Built-up area: 34.8% (high growth class) | Built-up decreased by 0.6 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (10.0)
Randesan,2020,Built-up area: 37.0% (high growth class) | Built-up increased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (14.4)
Randesan,2021,Built-up area: 39.5% (high growth class) | Built-up increased by 2.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (17.5)
Randesan,2022,Built-up area: 41.8% (high growth class) | Built-up increased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.30) | Night-time light intensity is low (20.0)
Randesan,2023,Built-up area: 43.5% (high growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is moderate (23.9)
Randesan,2024,Built-up area: 42.9% (high growth class) | Built-up decreased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is moderate (29.3)
Randheja,2016,Built-up area: 12.4% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.22) | Night-time light intensity is low (2.1)
Randheja,2017,Built-up area: 15.0% (low growth class) | Built-up increased by 2.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (2.4)
Randheja,2018,Built-up area: 14.5% (low growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (2.5)
Randheja,2019,Built-up area: 15.4% (low growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (2.7)
Randheja,2020,Built-up area: 16.5% (low growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (2.8)
Randheja,2021,Built-up area: 18.3% (low growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (3.5)
Randheja,2022,Built-up area: 19.6% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (5.0)
Randheja,2023,Built-up area: 21.3% (medium growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (6.3)
Randheja,2024,Built-up area: 21.9% (medium growth class) | Built-up increased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (7.0)
Rural Fringe,2016,Built-up area: 12.1% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (2.0)
Rural Fringe,2017,Built-up area: 14.5% (low growth class) | Built-up increased by 2.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (2.2)
Rural Fringe,2018,Built-up area: 14.2% (low growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (2.4)
Rural Fringe,2019,Built-up area: 15.2% (low growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (2.7)
Rural Fringe,2020,Built-up area: 15.0% (low growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (2.8)
Rural Fringe,2021,Built-up area: 16.2% (low growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (3.2)
Rural Fringe,2022,Built-up area: 17.3% (low growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (3.4)
Rural Fringe,2023,Built-up area: 18.7% (low growth class) | Built-up increased by 1.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.49) | Night-time light intensity is low (4.2)
Rural Fringe,2024,Built-up area: 18.2% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (4.7)
Sargasan,2016,Built-up area: 22.1% (medium growth class) | First historical year available. | Vegetation cover is low (NDVI 0.20) | Night-time light intensity is low (5.1)
Sargasan,2017,Built-up area: 26.1% (high growth class) | Built-up increased by 4.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (7.6)
Sargasan,2018,Built-up area: 27.9% (high growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (8.0)
Sargasan,2019,Built-up area: 30.5% (high growth class) | Built-up increased by 2.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (10.4)
Sargasan,2020,Built-up area: 32.2% (high growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (11.9)
Sargasan,2021,Built-up area: 35.2% (high growth class) | Built-up increased by 2.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (13.4)
Sargasan,2022,Built-up area: 39.4% (high growth class) | Built-up increased by 4.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (16.9)
Sargasan,2023,Built-up area: 45.1% (high growth class) | Built-up increased by 5.7 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (19.8)
Sargasan,2024,Built-up area: 48.1% (high growth class) | Built-up increased by 2.9 percentage points from previous year. | Vegetation cover is low (NDVI 0.28) | Night-time light intensity is moderate (24.2)
Sector 1,2016,Built-up area: 9.1% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.23) | Night-time light intensity is low (2.1)
Sector 1,2017,Built-up area: 10.6% (low growth class) | Built-up increased by 1.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (2.8)
Sector 1,2018,Built-up area: 11.7% (low growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (2.8)
Sector 1,2019,Built-up area: 12.0% (low growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (3.0)
Sector 1,2020,Built-up area: 12.9% (low growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (3.8)
Sector 1,2021,Built-up area: 14.8% (medium growth class) | Built-up increased by 2.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (5.0)
Sector 1,2022,Built-up area: 16.1% (medium growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (5.6)
Sector 1,2023,Built-up area: 17.9% (medium growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (8.0)
Sector 1,2024,Built-up area: 21.1% (medium growth class) | Built-up increased by 3.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (14.0)
Sector 10A,2016,Built-up area: 42.0% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.18) | Night-time light intensity is moderate (21.9)
Sector 10A,2017,Built-up area: 46.3% (high growth class) | Built-up increased by 4.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is moderate (27.2)
Sector 10A,2018,Built-up area: 48.2% (high growth class) | Built-up increased by 1.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is moderate (22.1)
Sector 10A,2019,Built-up area: 46.8% (high growth class) | Built-up decreased by 1.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.30) | Night-time light intensity is moderate (25.5)
Sector 10A,2020,Built-up area: 47.4% (high growth class) | Built-up increased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is moderate (24.7)
Sector 10A,2021,Built-up area: 48.5% (high growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is moderate (22.6)
Sector 10A,2022,Built-up area: 50.1% (high growth class) | Built-up increased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is moderate (25.6)
Sector 10A,2023,Built-up area: 50.1% (high growth class) | Built-up decreased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is moderate (26.8)
Sector 10A,2024,Built-up area: 51.1% (high growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is moderate (30.2)
Sector 11,2016,Built-up area: 11.5% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.23) | Night-time light intensity is low (3.8)
Sector 11,2017,Built-up area: 13.3% (low growth class) | Built-up increased by 1.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (4.5)
Sector 11,2018,Built-up area: 14.1% (low growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.45) | Night-time light intensity is low (5.1)
Sector 11,2019,Built-up area: 15.2% (medium growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (6.1)
Sector 11,2020,Built-up area: 15.8% (low growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (5.6)
Sector 11,2021,Built-up area: 17.1% (medium growth class) | Built-up increased by 1.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (6.2)
Sector 11,2022,Built-up area: 16.9% (low growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (6.9)
Sector 11,2023,Built-up area: 18.0% (medium growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.47) | Night-time light intensity is low (10.3)
Sector 11,2024,Built-up area: 17.5% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (11.1)
Sector 12B,2016,Built-up area: 52.0% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.19) | Night-time light intensity is low (19.7)
Sector 12B,2017,Built-up area: 55.9% (high growth class) | Built-up increased by 3.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is moderate (22.7)
Sector 12B,2018,Built-up area: 56.4% (high growth class) | Built-up increased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (17.7)
Sector 12B,2019,Built-up area: 54.8% (high growth class) | Built-up decreased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is moderate (21.2)
Sector 12B,2020,Built-up area: 55.4% (high growth class) | Built-up increased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (17.3)
Sector 12B,2021,Built-up area: 56.0% (high growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (16.5)
Sector 12B,2022,Built-up area: 55.5% (high growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is moderate (21.9)
Sector 12B,2023,Built-up area: 56.4% (high growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is moderate (24.3)
Sector 12B,2024,Built-up area: 54.0% (high growth class) | Built-up decreased by 2.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is moderate (29.4)
Sector 13,2016,Built-up area: 50.9% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.18) | Night-time light intensity is moderate (20.3)
Sector 13,2017,Built-up area: 54.1% (high growth class) | Built-up increased by 3.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is moderate (25.2)
Sector 13,2018,Built-up area: 54.0% (high growth class) | Built-up decreased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (19.5)
Sector 13,2019,Built-up area: 53.0% (high growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is moderate (21.9)
Sector 13,2020,Built-up area: 53.3% (high growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (19.3)
Sector 13,2021,Built-up area: 53.3% (high growth class) | Built-up decreased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.33) | Night-time light intensity is low (19.1)
Sector 13,2022,Built-up area: 54.2% (high growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is moderate (25.2)
Sector 13,2023,Built-up area: 52.7% (high growth class) | Built-up decreased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is moderate (25.0)
Sector 13,2024,Built-up area: 51.9% (high growth class) | Built-up decreased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is moderate (30.5)
Sector 13B,2016,Built-up area: 44.1% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.17) | Night-time light intensity is low (11.2)
Sector 13B,2017,Built-up area: 48.0% (high growth class) | Built-up increased by 3.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (13.8)
Sector 13B,2018,Built-up area: 48.9% (high growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.31) | Night-time light intensity is low (13.6)
Sector 13B,2019,Built-up area: 48.4% (high growth class) | Built-up decreased by 0.4 percentage points from previous year. | Vegetation cover is low (NDVI 0.26) | Night-time light intensity is low (15.3)
Sector 13B,2020,Built-up area: 49.7% (high growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (14.0)
Sector 13B,2021,Built-up area: 50.7% (high growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (16.1)
Sector 13B,2022,Built-up area: 52.2% (high growth class) | Built-up increased by 1.4 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is low (19.5)
Sector 13B,2023,Built-up area: 54.3% (high growth class) | Built-up increased by 2.1 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is moderate (21.7)
Sector 13B,2024,Built-up area: 52.7% (high growth class) | Built-up decreased by 1.6 percentage points from previous year. | Vegetation cover is low (NDVI 0.29) | Night-time light intensity is moderate (24.7)
Sector 14,2016,Built-up area: 7.5% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (1.7)
Sector 14,2017,Built-up area: 8.2% (low growth class) | Built-up increased by 0.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (2.0)
Sector 14,2018,Built-up area: 8.2% (low growth class) | Built-up increased by 0.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (2.3)
Sector 14,2019,Built-up area: 9.3% (low growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.43) | Night-time light intensity is low (2.5)
Sector 14,2020,Built-up area: 8.8% (low growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.46) | Night-time light intensity is low (2.4)
Sector 14,2021,Built-up area: 9.5% (low growth class) | Built-up increased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (4.1)
Sector 14,2022,Built-up area: 10.3% (low growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (4.1)
Sector 14,2023,Built-up area: 10.7% (low growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.48) | Night-time light intensity is low (4.7)
Sector 14,2024,Built-up area: 10.1% (low growth class) | Built-up decreased by 0.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (5.0)
Sector 15,2016,Built-up area: 18.8% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.24) | Night-time light intensity is low (3.2)
Sector 15,2017,Built-up area: 21.5% (low growth class) | Built-up increased by 2.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (3.0)
Sector 15,2018,Built-up area: 22.5% (medium growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (3.9)
Sector 15,2019,Built-up area: 23.6% (medium growth class) | Built-up increased by 1.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (4.1)
Sector 15,2020,Built-up area: 22.5% (low growth class) | Built-up decreased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (3.2)
Sector 15,2021,Built-up area: 22.7% (low growth class) | Built-up increased by 0.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (9.9)
Sector 15,2022,Built-up area: 23.2% (medium growth class) | Built-up increased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.41) | Night-time light intensity is low (12.1)
Sector 15,2023,Built-up area: 25.3% (medium growth class) | Built-up increased by 2.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.44) | Night-time light intensity is low (12.4)
Sector 15,2024,Built-up area: 25.2% (medium growth class) | Built-up decreased by 0.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.42) | Night-time light intensity is low (11.1)
Sector 16,2016,Built-up area: 11.0% (low growth class) | First historical year available. | Vegetation cover is low (NDVI 0.20) | Night-time light intensity is low (3.3)
Sector 16,2017,Built-up area: 13.0% (medium growth class) | Built-up increased by 2.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (4.3)
Sector 16,2018,Built-up area: 13.8% (medium growth class) | Built-up increased by 0.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (4.4)
Sector 16,2019,Built-up area: 16.4% (medium growth class) | Built-up increased by 2.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (5.2)
Sector 16,2020,Built-up area: 16.6% (medium growth class) | Built-up increased by 0.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (5.5)
Sector 16,2021,Built-up area: 17.6% (medium growth class) | Built-up increased by 1.0 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.37) | Night-time light intensity is low (6.7)
Sector 16,2022,Built-up area: 19.3% (medium growth class) | Built-up increased by 1.7 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (8.0)
Sector 16,2023,Built-up area: 21.9% (high growth class) | Built-up increased by 2.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (9.3)
Sector 16,2024,Built-up area: 22.3% (high growth class) | Built-up increased by 0.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (10.5)
Sector 17,2016,Built-up area: 31.4% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.19) | Night-time light intensity is low (10.4)
Sector 17,2017,Built-up area: 33.0% (medium growth class) | Built-up increased by 1.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (9.5)
Sector 17,2018,Built-up area: 36.8% (high growth class) | Built-up increased by 3.8 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (8.9)
Sector 17,2019,Built-up area: 34.2% (high growth class) | Built-up decreased by 2.6 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.34) | Night-time light intensity is low (10.2)
Sector 17,2020,Built-up area: 33.8% (high growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (11.2)
Sector 17,2021,Built-up area: 33.9% (low growth class) | Built-up increased by 0.1 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.39) | Night-time light intensity is low (12.2)
Sector 17,2022,Built-up area: 35.1% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (12.1)
Sector 17,2023,Built-up area: 35.4% (medium growth class) | Built-up increased by 0.3 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.38) | Night-time light intensity is low (14.3)
Sector 17,2024,Built-up area: 36.6% (medium growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.40) | Night-time light intensity is low (14.8)
Sector 17/ GEB Colony,2016,Built-up area: 36.3% (high growth class) | First historical year available. | Vegetation cover is low (NDVI 0.17) | Night-time light intensity is low (15.4)
Sector 17/ GEB Colony,2017,Built-up area: 37.2% (high growth class) | Built-up increased by 0.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (14.5)
Sector 17/ GEB Colony,2018,Built-up area: 41.6% (high growth class) | Built-up increased by 4.4 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (14.2)
Sector 17/ GEB Colony,2019,Built-up area: 38.7% (high growth class) | Built-up decreased by 2.9 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.32) | Night-time light intensity is low (17.3)
Sector 17/ GEB Colony,2020,Built-up area: 39.9% (high growth class) | Built-up increased by 1.2 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.36) | Night-time light intensity is low (16.9)
Sector 17/ GEB Colony,2021,Built-up area: 39.4% (medium growth class) | Built-up decreased by 0.5 percentage points from previous year. | Vegetation cover is moderate (NDVI 0.35) | Night-time light intensity is low (18.0)
